polypeptide_id,attr_type,value,value2
Q9NQX3,pfam,PF03453,MoeA_N
Q9NQX3,go_classifier,component,cytosol
Q9NQX3,go_classifier,component,dendrite
Q9NQX3,go_classifier,component,dendritic spine
Q9NQX3,go_classifier,component,postsynaptic density
Q9NQX3,go_classifier,component,postsynaptic specialization
Q9NQX3,go_classifier,component,synaptic membrane
Q9NQX3,go_classifier,function,identical protein binding
Q9NQX3,go_classifier,function,molybdopterin cofactor binding
Q9NQX3,go_classifier,function,nitrate reductase activity
Q9NQX3,go_classifier,function,protein-macromolecule adaptor activity
Q9NQX3,go_classifier,process,gamma-aminobutyric acid receptor clustering
Q9NQX3,go_classifier,process,response to metal ion
Q81F54,pfam,PF12681,Glyoxalase_2
Q06700,synonym,4.1.1.70,
Q06700,synonym,7.2.4.5,
Q06700,synonym,Carboxyltransferase,
Q06700,pfam,PF01039,Carboxyl_trans
Q06700,go_classifier,function,glutaconyl-CoA decarboxylase activity
Q06700,go_classifier,function,ligase activity
Q06700,go_classifier,process,glutamate catabolic process via 2-hydroxyglutarate
Q06700,go_classifier,process,sodium ion transport
Q9WXS0,pfam,PF01614,IclR
Q9WXS0,pfam,PF09339,HTH_IclR
Q9WXS0,go_classifier,function,DNA binding
Q9WXS0,go_classifier,process,"regulation of transcription, DNA-templated"
Q9WXS0,go_classifier,process,"transcription, DNA-templated"
P77872,synonym,1.11.1.6,
P77872,pfam,PF00199,Catalase
P77872,pfam,PF06628,Catalase-rel
P77872,go_classifier,component,cytoplasm
P77872,go_classifier,function,catalase activity
P77872,go_classifier,function,heme binding
P77872,go_classifier,function,metal ion binding
P77872,go_classifier,process,hydrogen peroxide catabolic process
P77872,go_classifier,process,response to oxidative stress
Q9X0F9,synonym,Putative L-rhamnose mutarotase,
Q9X0F9,synonym,Uncharacterized protein,
Q9X0F9,pfam,PF07100,ASRT
O31465,synonym,3.5.1.2,
O31465,synonym,glsA,
O31465,synonym,ybgJ,
O31465,pfam,PF04960,Glutaminase
O31465,go_classifier,function,glutaminase activity
O31465,go_classifier,process,glutamine metabolic process
P77454,synonym,3.5.1.2,
P77454,synonym,ybaS,
P77454,pfam,PF04960,Glutaminase
P77454,go_classifier,function,glutaminase activity
P77454,go_classifier,process,glutamate biosynthetic process
P77454,go_classifier,process,glutamine catabolic process
P77454,go_classifier,process,negative regulation of growth
P77454,go_classifier,process,response to acidic pH
P30749,synonym,2.8.1.12,
P30749,synonym,chlA5,
P30749,synonym,Molybdenum cofactor biosynthesis protein E,
P30749,synonym,Molybdopterin-converting factor large subunit,
P30749,synonym,Molybdopterin-converting factor subunit 2,
P30749,synonym,MPT synthase subunit 2,
P30749,pfam,PF02391,MoaE
P30749,go_classifier,component,cytosol
P30749,go_classifier,function,molybdopterin synthase activity
P30749,go_classifier,process,Mo-molybdopterin cofactor biosynthetic process
P30749,go_classifier,process,molybdopterin cofactor biosynthetic process
Q9X0L5,pfam,PF00155,Aminotran_1_2
Q9X0L5,go_classifier,function,pyridoxal phosphate binding
Q9X0L5,go_classifier,function,transaminase activity
Q9X0L5,go_classifier,process,biosynthetic process
Q9Z4N6,synonym,futA1,
Q9Z4N6,synonym,Iron ABC transporter substrate-binding protein,
Q9Z4N6,synonym,Iron binding protein FbpA,
Q9Z4N6,synonym,Iron uptake protein A1,
Q9Z4N6,synonym,Periplasmic iron binding protein A FbpA,
Q9Z4N6,pfam,PF01547,SBP_bac_1
Q9Z4N6,go_classifier,function,metal ion binding
Q5SHZ4,synonym,5.6.2.2,
Q5SHZ4,synonym,5.99.1.3,
Q5SHZ4,pfam,PF00204,DNA_gyraseB
Q5SHZ4,pfam,PF00986,DNA_gyraseB_C
Q5SHZ4,pfam,PF01751,Toprim
Q5SHZ4,go_classifier,component,chromosome
Q5SHZ4,go_classifier,function,ATP binding
Q5SHZ4,go_classifier,function,DNA binding
Q5SHZ4,go_classifier,function,DNA topoisomerase type II (ATP-hydrolyzing) activity
Q5SHZ4,go_classifier,process,DNA topological change
P0DPB9,synonym,2-amino-4-deoxychorismate hydrolase,
P0DPB9,synonym,Isochorismatase,
P0DPB9,synonym,phzD,
P0DPB9,synonym,"Trans-2,3-dihydro-3-hydroxyanthranilic acid synthase",
P0DPB9,pfam,PF00857,Isochorismatase
P0DPB9,go_classifier,function,isochorismatase activity
P0DPB9,go_classifier,process,phenazine biosynthetic process
P0DPC1,synonym,2-amino-4-deoxychorismate hydrolase,
P0DPC1,synonym,Isochorismatase,
P0DPC1,synonym,phzD,
P0DPC1,synonym,"Trans-2,3-dihydro-3-hydroxyanthranilic acid synthase",
P0DPC1,pfam,PF00857,Isochorismatase
P0DPC1,go_classifier,function,isochorismatase activity
P0DPC1,go_classifier,process,phenazine biosynthetic process
P37610,synonym,1.14.11.17,
P37610,synonym,2-aminoethanesulfonate dioxygenase,
P37610,synonym,SSI3,
P37610,synonym,ssiD,
P37610,synonym,Sulfate starvation-induced protein 3,
P37610,synonym,yaiG,
P37610,pfam,PF02668,TauD
P37610,go_classifier,component,cytoplasm
P37610,go_classifier,function,L-ascorbic acid binding
P37610,go_classifier,function,metal ion binding
P37610,go_classifier,function,taurine dioxygenase activity
P37610,go_classifier,process,sulfur compound metabolic process
P54965,synonym,3.5.1.24,
P54965,synonym,Bile acid amine N-acyltransferase,
P54965,synonym,Bile salt hydrolase,
P54965,synonym,BSH,
P54965,synonym,BSH/T,
P54965,synonym,CBAH,
P54965,synonym,CBAH-1,
P54965,synonym,Choloylglycine hydrolase,
P54965,synonym,Conjugated bile acid hydrolase,
P54965,pfam,PF02275,CBAH
P54965,go_classifier,function,choloylglycine hydrolase activity
P31641,synonym,Solute carrier family 6 member 6,
P31641,synonym,Taurine transporter,
P31641,synonym,TauT,
P31641,pfam,PF00209,SNF
P31641,go_classifier,component,apical plasma membrane
P31641,go_classifier,component,basolateral plasma membrane
P31641,go_classifier,component,cell projection
P31641,go_classifier,component,dendrite
P31641,go_classifier,component,GABA-ergic synapse
P31641,go_classifier,component,membrane
P31641,go_classifier,component,microvillus membrane
P31641,go_classifier,component,neuronal cell body
P31641,go_classifier,component,postsynaptic membrane
P31641,go_classifier,function,alanine transmembrane transporter activity
P31641,go_classifier,function,amino acid
P31641,go_classifier,function,gamma-aminobutyric acid
P31641,go_classifier,function,gamma-aminobutyric acid transmembrane transporter activity
P31641,go_classifier,function,taurine transmembrane transporter activity
P31641,go_classifier,process,alanine transport
P31641,go_classifier,process,amino acid import across plasma membrane
P31641,go_classifier,process,gamma-aminobutyric acid import
P31641,go_classifier,process,import across plasma membrane
P31641,go_classifier,process,modulation of chemical synaptic transmission
P31641,go_classifier,process,neurotransmitter transport
P31641,go_classifier,process,positive regulation of cell differentiation
P31641,go_classifier,process,sodium ion transmembrane transport
P31641,go_classifier,process,taurine transmembrane transport
P31641,go_classifier,process,transport across blood-brain barrier
O75390,synonym,2.3.3.1,
O75390,synonym,Citrate (Si)-synthase,
O75390,pfam,PF00285,Citrate_synt
O75390,go_classifier,function,identical protein binding
O75390,go_classifier,function,RNA binding
O75390,go_classifier,process,citrate metabolic process
P27696,synonym,2.2.1.6,
P27696,synonym,ALS,
P27696,synonym,ilvK,
P27696,pfam,PF02775,TPP_enzyme_C
P27696,pfam,PF00205,TPP_enzyme_M
P27696,pfam,PF02776,TPP_enzyme_N
P27696,go_classifier,function,acetolactate synthase activity
P27696,go_classifier,function,magnesium ion binding
P27696,go_classifier,function,thiamine pyrophosphate binding
P27696,go_classifier,process,butanediol metabolic process
P23234,synonym,4.1.1.74,
P23234,synonym,Indolepyruvate decarboxylase,
P23234,pfam,PF02775,TPP_enzyme_C
P23234,pfam,PF00205,TPP_enzyme_M
P23234,pfam,PF02776,TPP_enzyme_N
P23234,go_classifier,function,indolepyruvate decarboxylase activity
P23234,go_classifier,function,magnesium ion binding
P23234,go_classifier,function,thiamine pyrophosphate binding
P23234,go_classifier,process,auxin biosynthetic process
Q9LCV9,synonym,2.5.1.66,
Q9LCV9,synonym,CEA synthetase,
Q9LCV9,pfam,PF02775,TPP_enzyme_C
Q9LCV9,pfam,PF00205,TPP_enzyme_M
Q9LCV9,pfam,PF02776,TPP_enzyme_N
Q9LCV9,go_classifier,function,magnesium ion binding
Q9LCV9,go_classifier,function,N2-(2-carboxyethyl)arginine synthase activity
Q9LCV9,go_classifier,function,thiamine pyrophosphate binding
P27302,synonym,2.2.1.1,
P27302,synonym,TK 1,
P27302,synonym,tkt,
P27302,pfam,PF02779,Transket_pyr
P27302,pfam,PF02780,Transketolase_C
P27302,pfam,PF00456,Transketolase_N
P27302,go_classifier,component,cytosol
P27302,go_classifier,function,manganese ion binding
P27302,go_classifier,function,thiamine pyrophosphate binding
P27302,go_classifier,function,transketolase activity
P27302,go_classifier,process,"pentose-phosphate shunt, non-oxidative branch"
P20906,synonym,4.1.1.7,
P20906,synonym,BFD,
P20906,pfam,PF02775,TPP_enzyme_C
P20906,pfam,PF00205,TPP_enzyme_M
P20906,pfam,PF02776,TPP_enzyme_N
P20906,go_classifier,function,benzoylformate decarboxylase activity
P20906,go_classifier,function,magnesium ion binding
P20906,go_classifier,function,thiamine pyrophosphate binding
P20906,go_classifier,process,mandelate catabolic process
P37063,synonym,1.2.3.3,
P37063,synonym,POX,
P37063,synonym,Pyruvic oxidase,
P37063,pfam,PF02775,TPP_enzyme_C
P37063,pfam,PF00205,TPP_enzyme_M
P37063,pfam,PF02776,TPP_enzyme_N
P37063,go_classifier,function,magnesium ion binding
P37063,go_classifier,function,pyruvate oxidase activity
P37063,go_classifier,function,thiamine pyrophosphate binding
P35398,synonym,NR1F1,
P35398,synonym,Nuclear receptor RZR-alpha,
P35398,synonym,Nuclear receptor subfamily 1 group F member 1,
P35398,synonym,RAR-related orphan receptor A,
P35398,synonym,Retinoid-related orphan receptor-alpha,
P35398,synonym,RZRA,
P35398,pfam,PF00104,Hormone_recep
P35398,pfam,PF00105,zf-C4
P35398,go_classifier,component,chromatin
P35398,go_classifier,component,nucleolus
P35398,go_classifier,function,beta-catenin binding
P35398,go_classifier,function,DNA-binding transcription factor activity
P35398,go_classifier,function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
P35398,go_classifier,function,nuclear receptor activity
P35398,go_classifier,function,RNA polymerase II cis-regulatory region sequence-specific DNA binding
P35398,go_classifier,function,RNA polymerase II transcription regulatory region sequence-specific DNA binding
P35398,go_classifier,function,transcription coregulator binding
P35398,go_classifier,process,cholesterol homeostasis
P35398,go_classifier,process,negative regulation of canonical NF-kappaB signal transduction
P35398,go_classifier,process,positive regulation of DNA-templated transcription
P35398,go_classifier,process,positive regulation of transcription by RNA polymerase II
P35398,go_classifier,process,regulation of DNA-templated transcription
P35398,go_classifier,process,regulation of transcription by RNA polymerase II
Q9R381,synonym,2.3.1.82,
Q9R381,synonym,AAC(6')-Iy,
Q9R381,synonym,Aminoglycoside resistance protein,
Q9R381,pfam,PF00583,Acetyltransf_1
Q9R381,go_classifier,function,aminoglycoside 6'-N-acetyltransferase activity
Q9R381,go_classifier,function,protein homodimerization activity
Q9R381,go_classifier,process,acetyl-CoA metabolic process
Q9R381,go_classifier,process,histone acetylation
Q9R381,go_classifier,process,response to antibiotic
Q9LCX9,pfam,PF00285,Citrate_synt
Q9LCX9,go_classifier,component,cytoplasm
Q9LCX9,go_classifier,function,"transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer"
O34002,synonym,"(2S,3S)-2-methylcitrate synthase",
O34002,synonym,2-MCS,
O34002,synonym,2.3.3.5,
O34002,synonym,cisY,
O34002,synonym,Citrate synthase,
O34002,pfam,PF00285,Citrate_synt
O34002,go_classifier,component,cytoplasm
O34002,go_classifier,function,2-methylcitrate synthase activity
O34002,go_classifier,function,citrate synthase activity
O34002,go_classifier,process,"propionate metabolic process, methylcitrate cycle"
O34002,go_classifier,process,tricarboxylic acid cycle
P10724,synonym,5.1.1.1,
P10724,synonym,dal,
P10724,pfam,PF00842,Ala_racemase_C
P10724,pfam,PF01168,Ala_racemase_N
P10724,go_classifier,function,alanine racemase activity
P10724,go_classifier,function,pyridoxal phosphate binding
P10724,go_classifier,process,D-alanine biosynthetic process
P06744,synonym,5.3.1.9,
P06744,synonym,AMF,
P06744,synonym,Autocrine motility factor,
P06744,synonym,D-hexose-6-phosphate anomerase,
P06744,synonym,Glucose-6-phosphate C2-epimerase,
P06744,synonym,GPI,
P06744,synonym,Neuroleukin,
P06744,synonym,NLK,
P06744,synonym,PGI,
P06744,synonym,PHI,
P06744,synonym,Phosphoglucose isomerase,
P06744,synonym,Phosphohexose isomerase,
P06744,synonym,SA-36,
P06744,synonym,Sperm antigen 36,
P06744,pfam,PF00342,PGI
P06744,go_classifier,component,ciliary membrane
P06744,go_classifier,component,extracellular region
P06744,go_classifier,component,ficolin-1-rich granule lumen
P06744,go_classifier,component,secretory granule lumen
P06744,go_classifier,function,carbohydrate derivative binding
P06744,go_classifier,function,cytokine activity
P06744,go_classifier,function,growth factor activity
P06744,go_classifier,process,erythrocyte homeostasis
P06744,go_classifier,process,fructose 6-phosphate metabolic process
P06744,go_classifier,process,glucose homeostasis
P06744,go_classifier,process,glycolytic process
P06744,go_classifier,process,in utero embryonic development
P06744,go_classifier,process,mesoderm formation
P06744,go_classifier,process,positive regulation of endothelial cell migration
P06744,go_classifier,process,positive regulation of immunoglobulin production
P06744,go_classifier,process,response to cadmium ion
P06744,go_classifier,process,response to estradiol
P06744,go_classifier,process,response to immobilization stress
P06744,go_classifier,process,response to muscle stretch
P06744,go_classifier,process,response to progesterone
P06744,go_classifier,process,response to testosterone
Q08881,synonym,2.7.10.2,
Q08881,synonym,EMT,
Q08881,synonym,IL-2-inducible T-cell kinase,
Q08881,synonym,Interleukin-2-inducible T-cell kinase,
Q08881,synonym,Kinase EMT,
Q08881,synonym,LYK,
Q08881,synonym,T-cell-specific kinase,
Q08881,synonym,Tyrosine-protein kinase Lyk,
Q08881,pfam,PF00018,SH3_1
Q08881,pfam,PF00779,BTK
Q08881,pfam,PF00169,PH
Q08881,pfam,PF07714,PK_Tyr_Ser-Thr
Q08881,pfam,PF00017,SH2
Q08881,go_classifier,component,nucleus
Q08881,go_classifier,component,plasma membrane
Q08881,go_classifier,process,B cell receptor signaling pathway
Q08881,go_classifier,process,gamma-delta T cell activation
Q08881,go_classifier,process,positive regulation of cytokine production
P43405,synonym,2.7.10.2,
P43405,synonym,p72-Syk,
P43405,synonym,Spleen tyrosine kinase,
P43405,pfam,PF07714,PK_Tyr_Ser-Thr
P43405,pfam,PF00017,SH2
P43405,go_classifier,component,protein-containing complex
P43405,go_classifier,function,interleukin-15 receptor binding
P43405,go_classifier,function,kinase activity
P43405,go_classifier,function,phosphatase binding
P43405,go_classifier,function,phospholipase binding
P43405,go_classifier,function,phosphotyrosine residue binding
P43405,go_classifier,function,protein kinase binding
P43405,go_classifier,function,scaffold protein binding
P43405,go_classifier,function,SH2 domain binding
P43405,go_classifier,function,signaling receptor binding
P43405,go_classifier,function,Toll-like receptor binding
P43405,go_classifier,process,amyloid-beta clearance
P43405,go_classifier,process,animal organ morphogenesis
